Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Payment_Type,Total_Sales,Service_Charge_Rate,Calculated_Service_Charge_Amount,Service_Feedback,Food_Feedback,TABLE,Area,Items,modify_comment
Detail,2023-07-20 23:56:44+00:00,2080,Multiple,,Cash,11885.0,5.0,594.25,,,G 2,Garden Table,"Amritsari Dal,BUTTER GARLIC NAAN,Burnt Garlic Soup (VEG),Butter Paratha,Butter Roomali Roti,Butter Roti,Chicken Kebabs (Chicken Angare),Dum Pukht Biryani (VEG),FRESH LIME SODA,GARLIC ROTI,Kung Pao Patato,Manchow Soup (VEG),Methi Roti,Murg Makhanwala,ONION KULCHA,Paneer Ke Shikanje,Paneer Lawabdar,ROASTED PAPAD,Roomali Roti,TOMATO SOUP",
Detail,2023-11-14 16:14:06+00:00,9266,TB,,Cash,15095.0,5.0,754.75,,,PDR 1,Personal Dine In Room,"Amritsari Dal,BROWNIE SUNDAE,BUTTER GARLIC NAAN,Blue Sea,Butter Naan,CHOCOLATE ICE CREAM,Cheeese Naan,Fruit Punch,Jeera Rice,Manchow Soup (VEG),PANEER MAKHANWALA,Paneer Ke Shikanje,Paneer Khurchan,Phalguni Sabzi,ROASTED PAPAD,Stuffed Kulcha,THUMPS UP,Tandoori Platter (VEG),Tonic Water,VANILLA ICE CREAM",
Detail,2023-07-14 14:45:18+00:00,1647,MK,,Cash,9130.0,5.0,456.5,,,30,Dine in,"ALOO KULCHA,Butter Naan,Butter Roti,Crispy Corn,Dal Tadka,Dim Sum (VEG),Diwani Handi,FRESH LIME SODA,MALAI KULFI,Manchow Soup (VEG),ONION KULCHA,PANEER TIKKA,Paneer Khurchan,ROASTED PAPAD,Sweet Corn Soup (VEG),TOMATO SOUP,Virgin Mojito",
Detail,2023-09-24 22:22:58+00:00,6095,MK,,Cash,6920.0,5.0,346.0,,,10,Dine in,"Amritsari Dal,BUTTER PUDINA PARATHA,Butter Roti,Dal Tadka,Diwani Handi,Dum Pukht Biryani (VEG),FRESH LIME SODA,Green Salad,Paratha Stuffed,Phalguni Sabzi,Roti,THUMPS UP",
Detail,2023-07-16 20:42:12+00:00,1848,SK,,Cash,2015.0,5.0,100.75,,,11,Dine in,"BUTTER GARLIC NAAN,Murg Makhanwala,ONION KULCHA,Subzi Sunheri",
Detail,2023-07-18 21:59:54+00:00,1961,SM,,Cash,3535.0,5.0,176.75,,,6,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Lemon Ice Tea,Mushroom Galauti,ONION KULCHA,Subzi Lahori,THUMPS UP,Tom Yum Soup (VEG)",
Detail,2023-09-23 14:48:35+00:00,5983,MK,,Cash,9165.0,5.0,458.25,,,20,Dine in,"AMERICAN CHOPSUEY (VEG),Butter Paratha,CORIANDER NOODLES (VEG),Chilly Crispy Patato,Diwani Handi,FRIED RICE (VEG),Jeera Rice,Naan,PANEER MAKHANWALA,PANEER TIKKA,Paneer Lawabdar,ROASTED MASALA PAPAD,ROASTED PAPAD,Raita,Roti,Stuffed Kulcha,Subzi Kofta Masala",
Detail,2023-08-13 22:33:38+00:00,3595,SK,,Cash,6325.0,5.0,316.25,,,20,Dine in,"ALOO PARATHA,BUTTER GARLIC NAAN,Butter Naan,CAKE HALF KG,Dal Tadka,French Fries,Jeera Rice,Naan,PANEER CHILLY DRY,Paneer Khurchan,Plain Curd,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti",
Detail,2023-09-10 14:43:53+00:00,5283,MK,,Cash,3130.0,5.0,156.5,,,1,Dine in,"ALOO KULCHA,BUTTER GARLIC NAAN,Bhara Hua Aloo,Phalguni Sabzi,THUMPS UP,WONTON (VEG)",
Detail,2023-07-07 21:45:43+00:00,1276,MK,,Cash,3665.0,5.0,183.25,,,1,Dine in,"BUTTER PUDINA PARATHA,Bukhara Kofta Curry,Burnt Garlic Soup (VEG),DIET COKE,Dim Sum (VEG),Kokum Rus,ONION KULCHA,ROASTED MASALA PAPAD,Raita,SAHI GULAB KULFI",
Detail,2023-09-09 23:05:02+00:00,5246,MK,,Cash,2250.0,5.0,112.5,,,G 2,Garden Table,"ALOO KULCHA,Amritsari Dal,Butter Naan,Mushroom Galauti,ONION KULCHA",
Detail,2023-08-03 22:29:32+00:00,2845,Multiple,,Cash,4965.0,5.0,248.25,,,14,Dine in,"Dal Tadka,Dum Pukht Biryani (VEG),Kung Pao Patato,Paneer Ke Shikanje,ROASTED PAPAD,Stuffed Kulcha,Subzi Kurkure Kebab,TOMATO SOUP",
Detail,2023-07-13 16:00:54+00:00,1604,SK,,Cash,6260.0,5.0,313.0,,,16,Dine in,"Amritsari Dal,Avadhi Chicken,BUTTER GARLIC NAAN,Dingri Lasooni,GARLIC ROTI,Manchow Soup (VEG),Nalli Kashmiri Rogan,ONION KULCHA,Paneer Khurchan,Paneer Peri Peri Tikka,ROASTED MASALA PAPAD,ROASTED PAPAD,Spice Guava,Stuffed Kulcha",
Detail,2023-07-14 15:33:45+00:00,1649,MK,,Cash,7570.0,5.0,378.5,,,20,Dine in,"ANGOORI RABDI,Butter Paratha,CREAM CARAMEL,Dum Aloo Amritsari,Hara Bhara Kabab,KULFI RABDI FALOODA,Manchow Soup (VEG),PANEER MALAI TIKKA,Peshawari Kofta,Plain Curd,Raita,Stuffed Kulcha,Sweet Corn Soup (VEG)",
Detail,2023-08-02 20:52:26+00:00,2781,Multiple,,Cash,5610.0,5.0,280.5,,,6,Dine in,"Burnt Garlic Soup (CHICKEN),Butter Paratha,Lobster (800 GMS),Mist Fantsy,Murg Tikka Nawabi,ONION KULCHA,ROASTED MASALA PAPAD",
Detail,2023-07-23 15:39:04+00:00,2226,SM,,Cash,2415.0,5.0,120.75,,,22,Dine in,"Butter Naan,Murg Makhanwala,ONION KULCHA,Perrier Sparkling,ROASTED MASALA PAPAD,VEG PULAO",
Detail,2023-07-28 21:44:38+00:00,2481,UP,,Cash,5880.0,5.0,294.0,,,14,Dine in,"ALOO KULCHA,BUTTER GARLIC NAAN,CHOCOLATE ICE CREAM,Dal Tadka,FRESH LIME SODA,KUNG PAO PANEER,MALAI KULFI,MANGO KULFI,Manchow Soup (VEG),Papad Masala,Roti,Spice Guava,Subzi Kurkure Kebab,VEG KADAI",
Detail,2023-08-24 22:31:17+00:00,4266,Multiple,,Cash,7270.0,5.0,363.5,,,G 4,Garden Table,"BROWNIE SUNDAE,Butter Naan,Butter Paratha,Butter Roomali Roti,Butter Roti,Dal Tadka,Dragon Roll (VEG),FRESH LIME SODA,Manchow Soup (VEG),Mushroom Galauti,ONION KULCHA,PANEER CHILLY DRY,PANEER MAKHANWALA,Roomali Roti,THUMPS UP,Tom Yum Soup (VEG)",
Detail,2023-08-02 22:07:57+00:00,2795,MK,,Cash,4180.0,5.0,209.0,,,12,Dine in,"ALOO PARATHA,Chilly Crispy Patato,DIET COKE,FRESH LIME SODA,Manchow Soup (CHICKEN),Neer Dosa(4pc),Papad Masala,Plain Curd,Roomali Roti,Subzi Lahori,Tishing Hai Chicken",
Detail,2023-07-05 15:22:00+00:00,1170,SK,,Cash,3530.0,5.0,176.5,,,20,Dine in,"Manchow Soup (VEG),ONION KULCHA,Paneer Ke Shikanje,Raita,Stuffed Kulcha,Subzi Kurkure Kebab",
Detail,2023-07-29 14:40:09+00:00,2511,MK,,Cash,2215.0,5.0,110.75,,,1,Dine in,"ALOO KULCHA,Hara Bhara Kabab,Subzi Lahori,Veg Sweet Corn Soup",
Detail,2023-09-09 23:40:12+00:00,5255,SK,,Cash,1955.0,5.0,97.75,,,12,Dine in,"ALOO KULCHA,Basmati Rice,Dal Tadka,Mushroom Galauti",
Detail,2023-08-26 14:54:27+00:00,4363,MK,,Cash,3930.0,5.0,196.5,,,12,Dine in,"Amritsari Dal,Butter Naan,Cheeese Naan,DIET COKE,Dragon Roll (VEG),PANEER CHILLY DRY,Paneer Khurchan,Papad Masala,Roti",
Detail,2023-07-22 20:03:23+00:00,2157,Multiple,,Cash,4365.0,5.0,218.25,,,16,Dine in,"Butter Naan,Dal Tadka,Diwani Handi,Dum Pukht Biryani (VEG),Manchow Soup (VEG),ONION KULCHA,Paneer Khurchan,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti",
Detail,2023-07-18 21:31:40+00:00,1958,TD,,Cash,2080.0,5.0,104.0,,,22,Dine in,"ALOO KULCHA,Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,PANEER KADAI,THUMPS UP",
Detail,2023-09-16 23:42:35+00:00,5673,SM,,Cash,4420.0,5.0,221.0,,,16,Dine in,"Butter Naan,Butter Roti,Chilly Crispy Patato,FORTUNE RICE (VEG),FRESH LIME SODA,Murg Makhanwala,Naan,Neer Dosa(4pc),PANEER MAKHANWALA,Roti",
Detail,2023-08-06 23:29:19+00:00,3134,SM,,Cash,4935.0,5.0,246.75,,,30,Dine in,"ALOO KULCHA,Amritsari Dal,Dal Tadka,Paneer Lawabdar,Raita,Roti",
Detail,2023-07-12 20:40:14+00:00,1561,Multiple,,Cash,4285.0,5.0,214.25,,,2,Dine in,"Bhara Hua Aloo,Butter Roti,Dum Pukht Biryani (VEG),Lemon Ice Tea,Manchow Soup (VEG),Phalguni Sabzi,Stuffed Kulcha,Sweet Corn Soup (VEG)",
Detail,2023-07-21 23:16:01+00:00,2132,TB,,Cash,445.0,5.0,22.25,,,4,Dine in,"Stuffed Kulcha,THUMPS UP",
Detail,2023-09-16 22:58:30+00:00,5662,Multiple,,Cash,5761.0,5.0,288.05,,,G 2,Garden Table,"Blue Sea,Butter Naan,Butter Paratha,Dal Tadka,Exotic Stir Fried Vegetable,HAKKA NOODLES (VEG),LASOONI PALAK,Paneer Lawabdar,Paratha Plain,ROASTED MASALA PAPAD,Stuffed Kulcha,Tom Kha (VEG),Virgin Mojito",
Detail,2023-09-01 21:36:09+00:00,4751,TD,,Cash,2505.0,5.0,125.25,,,12,Dine in,"Amritsari Dal,Butter Paratha,DIET COKE,ONION KULCHA,PANEER MAKHANWALA,Papad Masala,Roti",
Detail,2023-08-17 23:57:29+00:00,3849,UP,,Cash,915.0,5.0,45.75,,,21,Dine in,"ALOO PARATHA,Plain Curd,ROASTED PAPAD",
Detail,2024-02-08 21:07:47+00:00,14772,SM,,Cash,1840.0,5.0,92.0,,,6,Dine in,"Amritsari Dal,Paneer Saffron Tikka,Stuffed Kulcha",
Detail,2023-07-19 23:12:27+00:00,2035,UP,,Cash,1055.0,5.0,52.75,,,4,Dine in,"ONION KULCHA,Subzi Lahori",
Detail,2023-08-06 23:56:05+00:00,3141,MK,,Cash,3170.0,5.0,158.5,,,G 3,Garden Table,"Amritsari Dal,Butter Naan,Murg Makhanwala,Paneer Khurchan,Roti,Stuffed Kulcha",
Detail,2023-09-14 20:24:56+00:00,5519,SK,,Cash,1240.0,5.0,62.0,,,5,Dine in,"Cheeese Naan,Dum Pukht Biryani (CHICKEN),PEPSI",
Detail,2023-08-22 23:40:35+00:00,4167,SK,,Cash,12210.0,5.0,610.5,,,PDR 1,Personal Dine In Room,"Bhara Hua Aloo,Butter Roti,Chicken Kebabs (Chicken Angare),Chicken Kebabs (Murg Bemisal),Curd Rice,Dragon Roll (VEG),ONION KULCHA,PANEER CHILLY DRY,Phalguni Sabzi,Plain Curd,ROASTED PAPAD,Raita,Rawas (Rawa Fry),Soda,Stuffed Kulcha,Subzi Kurkure Kebab,Sweet Corn Soup (CHICKEN)",
Detail,2023-08-13 21:05:34+00:00,3581,Multiple,,Cash,3810.0,5.0,190.5,,,G 2,Garden Table,"Basmati Rice,Chicken Kebabs (Chicken Malai),Dum Pukht Biryani (CHICKEN),Lemon Coriander (VEG),Mutton Kebabs (Gilafi Sheekh),Naan,Sweet Corn Soup (CHICKEN)",
Detail,2023-07-02 20:06:47+00:00,1035,TD,,Cash,1730.0,5.0,86.5,,,21,Dine in,"Amritsari Dal,Butter Naan,Paratha Stuffed,Subzi Kofta Masala",
Detail,2023-08-13 21:31:37+00:00,3587,Multiple,,Cash,6120.0,5.0,306.0,,,14,Dine in,"Crispy Corn,Dal Tadka,Diwani Handi,FRESH LIME SODA,Hara Bhara Kabab,MALAI KULFI,ONION KULCHA,PANEER MALAI TIKKA,Peshawari Kofta,Roti,VEG PULAO",
Detail,2023-07-16 00:09:08+00:00,1790,Multiple,,Cash,4335.0,5.0,216.75,,,15,Dine in,"ALOO KULCHA,Amritsari Dal,Chicken Kebabs (Chicken Angare),ONION KULCHA,PAN FRIED NOODLES (CHICKEN),Plain Curd,Sour & Pepper Soup (CHICKEN),Stuffed Kulcha",
Detail,2023-09-20 22:01:35+00:00,5871,SK,,Cash,3585.0,5.0,179.25,,,G 4,Garden Table,"Amritsari Dal,BUTTER GARLIC NAAN,Crispy Corn,Diwani Handi,PANEER TIKKA,Roti,Stuffed Kulcha",
Detail,2023-09-01 00:10:59+00:00,4719,Multiple,,Cash,5691.0,5.0,284.55,,,14,Dine in,"BUTTER GARLIC ROTI,Burnt Garlic Soup (VEG),Butter Roti,Cheeese Naan,DAL KHICHDI,FRESH LIME SODA,Kung Pao Patato,MILLENNIUM KULFI,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Roti,Soda,Subzi Lahori,TOMATO SOUP,Tom Kha (VEG),Tom Yum Soup (VEG)",
Detail,2023-07-10 22:23:13+00:00,1484,SM,,Cash,17690.0,5.0,884.5,,,10,Dine in,"ALOO PARATHA,Amritsari Dal,BUTTER GARLIC NAAN,Butter Kulcha,Butter Naan,Butter Roti,Chilly Crispy Patato,Dum Pukht Biryani (VEG),FRESH LIME SODA,Fruit Punch,Juices Fresh,Lemon Coriander (VEG),Malai Kofta,Manchow Soup (VEG),Mist Fantsy,PANEER CHILLY DRY,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Paneer Ke Shikanje,Paneer Lawabdar,Paneer Peri Peri Tikka,Papad Masala,ROASTED PAPAD,Raita,Roti,Spice Guava,Stuffed Kulcha,Subzi Lahori,Virgin Colada",
Detail,2023-09-17 22:15:35+00:00,5762,UP,,Cash,2951.0,5.0,147.55,,,16,Dine in,"Burnt Garlic Soup (VEG),Butter Roti,ONION KULCHA,Paneer Khurchan,Phalguni Sabzi,Tom Kha (VEG)",
Detail,2023-08-05 23:50:26+00:00,3018,MK,,Cash,3675.0,5.0,183.75,,,14,Dine in,"Amritsari Dal,Butter Naan,Dum Aloo Amritsari,FRESH LIME SODA,Missi Roti,ONION KULCHA,Paneer Khurchan,Papad Masala,Roti,THUMPS UP",
Detail,2023-08-07 22:03:04+00:00,3164,Multiple,,Cash,4535.0,5.0,226.75,,,G 2,Garden Table,"Burnt Garlic Soup (VEG),Dragon Roll (VEG),Dum Pukht Biryani (VEG),Paneer Ke Shikanje,Stuffed Kulcha,Subzi Kurkure Kebab",
Detail,2023-08-27 14:53:05+00:00,4457,TD,,Cash,2040.0,5.0,102.0,,,3,Dine in,"ALOO KULCHA,Butter Roti,Hara Bhara Kabab,Paneer Lawabdar",
Detail,2023-09-18 23:43:32+00:00,5818,TD,,Cash,3130.0,5.0,156.5,,,9,Dine in,"Garlic Naan,ONION KULCHA,Paneer Khurchan,Paneer Saffron Tikka,Paratha Plain,Peshawari Kofta,Plain Kulcha,Roti",
Detail,2023-08-02 23:16:49+00:00,2804,SK,,Cash,8780.0,5.0,439.0,,,15,Dine in,"ALOO PARATHA,Amritsari Dal,Butter Paratha,Butter Roomali Roti,Butter Roti,Cheeese Naan,Chicken Pepper Chilly Garlic,Crispy Corn,DIET COKE,GAJAR HALWA,Missi Roti,Paneer Ke Shikanje,Phalguni Sabzi,ROASTED PAPAD,Raita,Shirely Temple,THUMPS UP,Talumein Soup (VEG),VEG KOLHAPURI",
Detail,2023-12-09 22:34:01+00:00,10901,SK,,Cash,3315.0,5.0,165.75,,,11,Dine in,"Butter Paratha,DAL KHICHDI,Khasta Chaat,Naan,Paneer Lawabdar,Phalguni Sabzi,ROASTED MASALA PAPAD,ROASTED PAPAD,Stuffed Kulcha",
Detail,2024-02-27 23:21:36+00:00,16039,TD,,Cash,4140.0,5.0,207.0,,,16,Dine in,"Amritsari Dal,Butter Kulcha,Butter Naan,Cheeese Naan,Jeera Rice,Paneer Ke Shikanje,Paneer Khurchan,Papad Masala,ROASTED PAPAD,Roti,Sweet Corn Soup (VEG),THUMPS UP",
Detail,2023-09-25 15:16:20+00:00,6118,TD,,Cash,1935.0,5.0,96.75,,,12,Dine in,"Butter Kulcha,Cheese & Garlic Naan,Paneer Khurchan,Papad Masala,Stuffed Kulcha,Wonton & Noodle Soup (VEG)",
Detail,2023-08-08 23:14:11+00:00,3237,Multiple,,Cash,2365.0,5.0,118.25,,,5,Dine in,"Bhara Hua Aloo,Butter Naan,Fruit Punch,Peshawari Kofta,Stuffed Kulcha",
Detail,2023-09-30 00:51:09+00:00,6304,SM,,Cash,6320.0,5.0,316.0,,,20,Dine in,"ALOO KULCHA,Dal Tadka,Dim Sum (CHICKEN),Dum Aloo Amritsari,FRESH LIME SODA,MILK SHAKE,PALAK PANEER,Paneer Lawabdar,Roti",
Detail,2023-08-14 23:41:24+00:00,3653,TD,,Cash,5090.0,5.0,254.5,,,14,Dine in,"BUTTER GARLIC NAAN,Butter Paratha,FRESH LIME SODA,Peshawari Kofta,Reshmi Paneer,Sour & Pepper Soup (VEG),Stuffed Kulcha,Sweet Corn Soup (VEG),Tandoori Platter (VEG)",
Detail,2023-07-16 22:06:31+00:00,1871,MK,,Cash,1970.0,5.0,98.5,,,2,Dine in,"Butter Roti,Cheeese Naan,Dim Sum (VEG),Reshmi Paneer",
Detail,2023-08-15 15:20:45+00:00,3675,SK,,Cash,5615.0,5.0,280.75,,,21,Dine in,"Butter Paratha,Butter Roti,Cheeese Naan,Chicken Kebabs (Murg Lalwari),Chilly Crispy Patato,DIET COKE,Manchow Soup (VEG),Pindi Chana,SZECHWAN FRIED RICE (VEG),Tawa Chicken",
Detail,2023-09-20 21:29:23+00:00,5867,Multiple,,Cash,7035.0,5.0,351.75,,,14,Dine in,"BURNT GARLIC NOODLES (VEG),BUTTER GARLIC NAAN,Diwani Handi,Khasta Chaat,Mushroom Galauti,Mustard Soup (VEG),ONION KULCHA,Roti,SZECHWAN FRIED RICE (VEG),Subzi Kofta Masala,Subzi Kurkure Kebab,Tom Yum Soup (VEG),Wonton & Noodle Soup (VEG)",
Detail,2023-07-08 15:48:47+00:00,1316,SM,,Cash,3605.0,5.0,180.25,,,16,Dine in,"Amritsari Dal,Butter Roti,FRESH LIME WATER,Lemon Fizz,Paratha Plain,Spice Guava,Stuffed Kulcha,Subzi Ka Mela,Subzi Lahori",
Detail,2023-09-14 23:27:52+00:00,5539,Multiple,,Cash,7080.0,5.0,354.0,,,20,Dine in,"ALOO KULCHA,ALOO PARATHA,Chicken Kebabs (Patra Chicken),Chilly Crispy Patato,Dum Pukht Biryani (VEG),KULFI RABDI FALOODA,Lemon Coriander (VEG),Manchow Soup (VEG),Paneer Ke Shikanje,Papad Masala,ROASTED PAPAD,Raita,Tom Kha (CHICKEN),Virgin Mojito",
Detail,2023-07-20 22:07:09+00:00,2068,Multiple,,Cash,5295.0,5.0,264.75,,,14,Dine in,"Amritsari Dal,Butter Naan,Butter Roti,Chilly Crispy Patato,Crispy Spinach Paneer,Diwani Handi,Naan,ROASTED MASALA PAPAD,Roti,SEVEN UP,Sweet Corn Soup (VEG),THUMPS UP,TOMATO SOUP,Virgin Mary",
Detail,2023-08-31 00:33:19+00:00,4678,SK,,Cash,11675.0,5.0,583.75,,,20,Dine in,"ALOO PARATHA,Amritsari Dal,BROWNIE SUNDAE,Butter Naan,Butter Paratha,Chilly Crispy Patato,Crispy Corn,Dingri Lasooni,FRESH LIME SODA,Hara Bhara Kabab,KUNG PAO PANEER,Kung Pao Patato,Manchow Soup (VEG),Missi Roti,PANEER MAKHANWALA,PUDINA PARATHA,Paneer Tikka Masala,Roomali Roti,Roti,Sweet Corn Soup (VEG),TOMATO SOUP",
Detail,2024-03-16 23:23:21+00:00,17073,SK,,Cash,13720.0,5.0,686.0,,,9,Dine in,"ALOO PARATHA,Amritsari Dal,Butter Milk,Butter Naan,Butter Roomali Roti,CHICKEN TIKKA (Jamaican),Chilly Crispy Patato,DIET COKE,Dingri Lasooni,Dum Pukht Biryani (VEG),Manchow Soup (VEG),Missi Roti,Mutton Tikhalaal,PEPSI,Paneer Khurchan,Pompfret (500 GMS),Spice Guava,Subzi Kurkure Kebab,Veg Cheesy Roll",
Detail,2023-07-04 22:16:05+00:00,1152,MK,,Cash,3235.0,5.0,161.75,,,G 5,Garden Table,"Butter Naan,Malai Kofta,ONION KULCHA,Paneer Khurchan,ROASTED PAPAD,Subzi Kurkure Kebab,THUMPS UP",
Detail,2023-08-06 23:04:40+00:00,3125,SK,,Cash,2890.0,5.0,144.5,,,1,Dine in,"Blue Sea,Crispy Corn,DAL KHICHDI,Diwani Handi,Stuffed Kulcha",
Detail,2023-08-09 22:25:37+00:00,3286,Multiple,,Cash,6005.0,5.0,300.25,,,15,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Burnt Garlic Soup (VEG),Butter Kulcha,Butter Roti,Cheeese Naan,FRESH LIME SODA,GULAB JAMUN,HONEY NOODLES WITH VANILLA ICE CREAM,KULFI RABDI FALOODA,Kung Pao Patato,Manchow Soup (VEG),Paneer Ke Shikanje,Subzi Sunheri",
Detail,2023-09-23 15:19:27+00:00,5985,TD,,Cash,5171.0,5.0,258.55,,,14,Dine in,"BROWNIE SUNDAE,CLEAR SOUP (VEG),Methi Roti,ONION KULCHA,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Paneer Lawabdar,Phalguni Sabzi,Roomali Roti,Roti,Subzi Kurkure Kebab,Tom Kha (VEG)",
Detail,2023-09-12 21:18:57+00:00,5428,Multiple,,Cash,3010.0,5.0,150.5,,,4,Dine in,"Dal Tadka,FRESH LIME SODA,Hara Bhara Kabab,Missi Roti,ONION KULCHA,Paneer Kofta Hara Masala,Papad Masala",
Detail,2023-09-17 20:55:07+00:00,5743,TD,,Cash,4020.0,5.0,201.0,,,G 4,Garden Table,"Cheeese Naan,Chicken Kebabs (Patra Chicken),Cottage Cheese With Three Peppers,Paneer Khurchan,Peach Iced Tea,Plain Kulcha,Roti,Subzi Kurkure Kebab",
Detail,2023-09-24 22:04:16+00:00,6088,MK,,Cash,2785.0,5.0,139.25,,,12,Dine in,"Crispy Spinach Paneer,Dingri Lasooni,Dum Pukht Biryani (VEG),ROASTED PAPAD,Stuffed Kulcha",
Detail,2023-08-04 21:15:43+00:00,2896,TD,,Cash,2215.0,5.0,110.75,,,11,Dine in,"Diwani Handi,Dum Pukht Biryani (VEG),Manchow Soup (VEG),Stuffed Kulcha",
Detail,2023-09-06 23:18:01+00:00,5068,MK,,Cash,1760.0,5.0,88.0,,,12,Dine in,"Avadhi Lamb,Butter Milk,Lemon Coriander (CHICKEN),Naan,Roti",
Detail,2024-02-11 14:18:28+00:00,14970,TD,,Cash,1055.0,5.0,52.75,,,21,Dine in,"Naan,Paneer Lawabdar",
Detail,2023-08-19 21:52:17+00:00,3945,MK,,Cash,3965.0,5.0,198.25,,,5,Dine in,"BUTTER GARLIC NAAN,DAL KHICHDI,Dim Sum (VEG),Dingri Lasooni,Lemon Ice Tea,Manchow Soup (VEG),ONION KULCHA,Paneer Khurchan",
Detail,2023-09-24 20:54:59+00:00,6071,Multiple,,Cash,2970.0,5.0,148.5,,,3,Dine in,"BURNT GARLIC NOODLES (VEG),Naan,ONION KULCHA,Paneer Khurchan,ROASTED PAPAD,Roti,Subzi Sunheri",
Detail,2023-09-10 20:43:04+00:00,5320,TD,,Cash,6850.0,5.0,342.5,,,G 2,Garden Table,"Amritsari Dal,BUTTER GARLIC NAAN,BUTTER GARLIC ROTI,BUTTER PUDINA PARATHA,Butter Naan,Cheeese Naan,Cottage Cheese With Three Peppers,Dal Tadka,Dim Sum (VEG),Diwani Handi,GARLIC ROTI,Malai Kofta,PANEER TIKKA,ROASTED PAPAD,Roomali Roti,Roti,Tom Yum Soup (VEG)",
Detail,2023-08-12 21:24:42+00:00,3478,TD,,Cash,1945.0,5.0,97.25,,,7,Dine in,"ALOO KULCHA,Butter Roti,Malai Kofta,Paneer Khurchan",
Detail,2023-08-08 23:26:42+00:00,3241,TD,,Cash,3065.0,5.0,153.25,,,22,Dine in,"ALOO KULCHA,Butter Milk,Butter Paratha,Moong Dal Aur Methi Ki Subzi,Paneer Ke Shikanje,ROASTED MASALA PAPAD,Subzi Kofta Masala",
Detail,2023-08-09 22:13:49+00:00,3283,MK,,Cash,2741.0,5.0,137.05,,,5,Dine in,"ALOO KULCHA,Crispy Spinach Paneer,DIET COKE,FRESH LIME SODA,HAKKA NOODLES (VEG),Tom Kha (VEG)",
Detail,2023-08-08 23:14:30+00:00,3238,TD,,Cash,3290.0,5.0,164.5,,,15,Dine in,"Butter Naan,Dal Tadka,Jeera Rice,ONION KULCHA,Roti,VEG KOLHAPURI",
Detail,2023-07-24 14:55:18+00:00,2301,Multiple,,Cash,8985.0,5.0,449.25,,,20,Dine in,"BURNT GARLIC NOODLES (VEG),Butter Paratha,Chicken Kebabs (Chicken Angare),DIET COKE,FRIED RICE (CHICKEN),HAKKA NOODLES (CHICKEN),Hara Bhara Kabab,Juices Fresh,Kung Pao Patato,MUTTON GHEE ROAST,Manchow Soup (SEA FOOD),Neer Dosa(4pc),ONION KULCHA,PANEER CHILLY DRY,Papad Fried,Peach Iced Tea,Pindi Chana",
Detail,2023-09-30 20:50:16+00:00,6346,SM,,Cash,2405.0,5.0,120.25,,,7,Dine in,"ALOO KULCHA,Amritsari Dal,FRESH LIME SODA,Khasta Roti,Lemon Fizz,Pindi Chana,ROASTED PAPAD",
Detail,2023-08-14 00:19:09+00:00,3609,SK,,Cash,3140.0,5.0,157.0,,,16,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,Chilly Crispy Patato,ONION KULCHA,Papad Masala,Pindi Chana,ROASTED MASALA PAPAD,Roti,THUMPS UP",
Detail,2023-09-03 22:12:08+00:00,4915,Multiple,,Cash,3500.0,5.0,175.0,,,11,Dine in,"BUTTER GARLIC ROTI,Burnt Garlic Soup (VEG),Butter Roomali Roti,ONION KULCHA,Paneer Ke Shikanje,ROASTED MASALA PAPAD,Subzi Kofta Masala,Subzi Sunheri",
Detail,2023-09-21 22:04:30+00:00,5903,SK,,Cash,3670.0,5.0,183.5,,,15,Dine in,"ALOO KULCHA,Amritsari Dal,Butter Naan,Fruit Punch,Manchow Soup (VEG),Paneer Ke Shikanje,ROASTED MASALA PAPAD,Raita,Subzi Kurkure Kebab",
Detail,2023-07-25 23:04:13+00:00,2364,Multiple,,Cash,3470.0,5.0,173.5,,,3,Dine in,"FUTCHI RICE (VEG),Hara Bhara Kabab,Mutton Kebabs (Gilafi Sheekh),ONION KULCHA,Stir Fried Chicken Chilly & Basil",
Detail,2023-07-24 23:49:14+00:00,2331,Multiple,,Cash,3975.0,5.0,198.75,,,4,Dine in,"Butter Paratha,Butter Roti,Chilly Basil Mushroom,Chilly Crispy Patato,Manchow Soup (VEG),Stuffed Kulcha,Subzi Kofta Masala,THUMPS UP,Tom Yum Soup (VEG)",
Detail,2023-08-13 22:03:46+00:00,3589,SK,,Cash,3820.0,5.0,191.0,,,15,Dine in,"Butter Paratha,Butter Roti,French Fries,Manchow Soup (VEG),ONION KULCHA,Paneer Khurchan,ROASTED MASALA PAPAD,Subzi Bhara Aloo,Subzi Lahori",
Detail,2023-07-15 15:06:36+00:00,1715,SM,,Cash,2435.0,5.0,121.75,,,14,Dine in,"ALOO PARATHA,BUTTER GARLIC NAAN,Dal Tadka,Jeera Rice,Paneer Khurchan",
