Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Payment_Type,Total_Sales,Service_Charge_Rate,Calculated_Service_Charge_Amount,Service_Feedback,Food_Feedback,TABLE,Area,Items,modify_comment
Detail,2023-08-14 00:23:34+00:00,3610,SK,,Cash,15515.0,5.0,775.75,,,30,Dine in,"APPLE PIE WITH HOT CUSTARD,BLUE BERRY CHEESE CAKE,BURNT GARLIC RICE (CHICKEN),CHOCOLATE FONDUE CAKE,Chicken In Chilly Soya,DAL KHICHDI,FRESH LIME SODA,FRIED RICE (CHICKEN),FRIED RICE (VEG),Funci Tongi Soup (CHICKEN),GULAB JAMUN,KUNG PAO PANEER,Kung Pao Chicken,Lemon Coriander (CHICKEN),Lemon Fizz,Manchow Soup (CHICKEN),Manchow Soup (VEG),Mutton Kebabs (Boti E Gulshan),Rawas (Rawa Fry),Soda,THUMPS UP,Veg Sweet Corn Soup",
Detail,2023-07-26 00:21:37+00:00,640,Multiple,,Cash,5560.0,5.0,278.0,,,20,Dine in,GREY GOOSE,
Detail,2023-08-06 23:20:32+00:00,859,SK,,Cash,6950.0,5.0,347.5,,,3,Dine in,MONKEY SHOULDER,
Detail,2023-09-03 22:43:33+00:00,1315,MK,,Cash,1390.0,5.0,69.5,,,G 1,Garden Table,MONKEY SHOULDER,
Detail,2023-09-24 22:16:17+00:00,1636,UU,,Cash,3475.0,5.0,173.75,,,6,Dine in,MONKEY SHOULDER,
Detail,2023-08-06 21:21:04+00:00,848,SM,,Cash,4170.0,5.0,208.5,,,5,Dine in,MONKEY SHOULDER,
Detail,2023-08-30 22:22:18+00:00,1241,SK,,Cash,5560.0,5.0,278.0,,,4,Dine in,MONKEY SHOULDER,
Detail,2023-08-24 21:51:41+00:00,1124,Multiple,,Cash,3535.0,5.0,176.75,,,5,Dine in,"Gimlet (BOMBAY SAPPHIRE),MONKEY SHOULDER",
Detail,2023-10-01 23:04:56+00:00,1748,Multiple,,Cash,1390.0,5.0,69.5,,,PDR 1,Personal Dine In Room,MONKEY SHOULDER,
Detail,2023-07-02 23:04:20+00:00,1073,MK,,Cash,11895.0,5.0,594.75,,,PDR 2,Persanol Dine In Room,"BROWNIE SUNDAE,BURNT GARLIC RICE (VEG),Chicken Hunan,Chicken Kebabs (Chicken Angare),Exotic Hot Pot Vegtable,HAKKA NOODLES (VEG),KESAR PISTA KULFI,Kung Pao Patato,Lemon Coriander (VEG),Manchow Soup (CHICKEN),Paneer Ke Shikanje,Pompfret (700 GMS),Stir Fried Chicken Chilly & Basil,Sweet Corn Soup (CHICKEN)",
Detail,2023-07-19 23:35:58+00:00,552,UP,,Cash,2300.0,5.0,115.0,,,1,Dine in,Fratelli Sangiovese,
Detail,2023-08-01 23:25:35+00:00,2755,UP,,Cash,1650.0,5.0,82.5,,,22,Dine in,"Bhindi Mirch Masala,Butter Baby Kulcha,Butter Milk",
Detail,2023-08-27 23:58:13+00:00,4524,Multiple,,Cash,13410.0,5.0,670.5,,,G 2,Garden Table,"Butter Baby Kulcha,CHOCOLATE MOUSSE,Chicken Kebabs (Chicken Malai),Dim Sum (VEG),Exotic Stir Fried Vegetable,FRESH LIME SODA,Jal Jeera,Lemon Coriander (CHICKEN),Ludhiyani Tangdi,Manchow Soup (VEG),Mushroom Galauti,Mutton Kebabs (Gilafi Sheekh),Neer Dosa(4pc),Prawns  REG,Roti,SINGLE TALL CAKE SUNDAE,Sweet Corn Soup (CHICKEN),Vegetable Gassi,Virgin Mojito,WONTON (CHICKEN),Wonton & Noodle Soup (CHICKEN)",
Detail,2023-08-14 22:10:23+00:00,3637,Multiple,,Cash,3425.0,5.0,171.25,,,14,Dine in,"Bhara Hua Aloo,Butter Baby Kulcha,FRESH LIME SODA,PANEER CHILLY DRY,Peach Iced Tea,Roti,Subzi Lahori,Sweet Corn Soup (VEG)",
Detail,2023-07-23 00:06:44+00:00,2199,TD,,Cash,3300.0,5.0,165.0,,,14,Dine in,"Baby Kulcha,Butter Baby Kulcha,DAL KHICHDI,GARLIC ROTI,Malai Kofta,Phalguni Sabzi,Plain Curd,Roomali Roti",
Detail,2024-03-29 23:47:04+00:00,5189,SM,,Cash,695.0,5.0,34.75,,,G 2,Garden Table,GREY GOOSE,
Detail,2023-07-29 21:32:49+00:00,683,Multiple,,Cash,1975.0,5.0,98.75,,,4,Dine in,"BACARDI LEMON,GORDON'S",
Detail,2023-07-12 15:44:01+00:00,410,SK,,Cash,2000.0,5.0,100.0,,,21,Dine in,Sangria (IMPORTED),
Detail,2023-08-10 00:27:06+00:00,904,TD,,Cash,850.0,5.0,42.5,,,6,Dine in,BOMBAY SAPPHIRE,
Detail,2023-08-05 22:24:10+00:00,820,Multiple,,Cash,2205.0,5.0,110.25,,,3,Dine in,"BOMBAY SAPPHIRE,KINGFISHER ULTRA",
Detail,2023-07-22 23:42:11+00:00,593,Multiple,,Cash,1700.0,5.0,85.0,,,15,Dine in,Bull Frog,
Detail,2023-12-11 00:02:23+00:00,3057,SM,,Cash,5560.0,5.0,278.0,,,2,Dine in,MONKEY SHOULDER,
Detail,2024-03-03 22:10:48+00:00,4742,MK,,Cash,1375.0,5.0,68.75,,,5,Dine in,BLENDER'S PRIDE,
Detail,2023-12-16 13:10:32+00:00,3148,TD,,Cash,275.0,5.0,13.75,,,5,Dine in,BLUE RIBAND,
Detail,2023-12-02 00:27:21+00:00,2848,SM,,Cash,1650.0,5.0,82.5,,,PDR 2,Personal Dine In Room,CAPTAIN MORGAN (BLACK),
Detail,2023-12-15 23:29:55+00:00,3140,SK,,Cash,1650.0,5.0,82.5,,,15,Dine in,BLENDER'S PRIDE,
Detail,2024-02-14 23:04:50+00:00,4373,Multiple,,Cash,2750.0,5.0,137.5,,,1,Dine in,ANTIQUITY BLUE,
Detail,2023-12-20 23:14:21+00:00,3226,TD,,Cash,550.0,5.0,27.5,,,11,Dine in,ROYAL CHALLENGE,
Detail,2023-12-02 00:27:01+00:00,2847,SM,,Cash,1565.0,5.0,78.25,,,PDR 1,Personal Dine In Room,"CAPTAIN MORGAN (BLACK),Heineken Silver",
Detail,2023-07-01 23:25:40+00:00,987,SK,,Cash,3260.0,5.0,163.0,,,6,Dine in,"Butter Roti,Chilly Crispy Patato,Dim Sum (VEG),MASALA CHAAS,Paneer Khurchan,Tonic Water,Virgin Mojito",
Detail,2023-07-12 13:42:08+00:00,1536,MK,,Cash,1865.0,5.0,93.25,,,5,Dine in,"Butter Roti,Dal Tadka,Dum Aloo Amritsari,FRESH LIME SODA,Roti",
Detail,2023-07-05 22:22:14+00:00,1190,MK,,Cash,985.0,5.0,49.25,,,22,Dine in,"Butter Roti,Peshawari Kofta",
Detail,2023-07-02 14:47:01+00:00,1009,Multiple,,Cash,1341.0,5.0,67.05,,,3,Dine in,"Butter Roti,Paneer Khurchan,Tom Kha (VEG)",
Detail,2023-07-15 14:49:01+00:00,1709,Multiple,,Cash,2345.0,5.0,117.25,,,22,Dine in,"Burnt Garlic Soup (VEG),Butter Paratha,Butter Roti,DAL KHICHDI,Subzi Lahori,THUMPS UP",
Detail,2023-09-25 00:43:46+00:00,6113,Multiple,,Cash,2705.0,5.0,135.25,,,5,Dine in,"Butter Roti,Manchow Soup (VEG),Subzi Lahori,THUMPS UP,Veg Cheesy Roll",
Detail,2023-08-11 22:06:03+00:00,3408,Multiple,,Cash,3155.0,5.0,157.75,,,22,Dine in,"Butter Roti,CREAM CARAMEL,GULAB JAMUN,Multani Murgh,Pepper Blast Chicken,SEVEN UP,Virgin Colada",
Detail,2024-01-13 23:48:25+00:00,13222,MK,,Cash,4820.0,5.0,241.0,,,4,Dine in,"Butter Roti,Chicken Kebabs (Murg Chatpata),Crispy Corn,Multani Murgh,Paneer Ke Shikanje,TOMATO SOUP,Veg Sweet Corn Soup",
Detail,2023-08-25 23:17:27+00:00,4337,Multiple,,Cash,30635.0,5.0,1531.75,,,G 1,Garden Table,"Amritsari Dal,BLUE BERRY CHEESE CAKE,BURNT GARLIC RICE (VEG),BUTTER GARLIC NAAN,Blue Sea,Butter Kulcha,Butter Paratha,Butter Roti,CHOCOLATE FONDUE CAKE,Cottage Cheese With Three Peppers,Crispy Corn,DAL KHICHDI,Dim Sum (VEG),Diwani Handi,Exotic Hot Pot Vegtable,FRESH LIME SODA,FRIED RICE (VEG),HAKKA NOODLES (VEG),HONEY NOODLES WITH VANILLA ICE CREAM,Kung Pao Patato,MALAI KULFI,Manchow Soup (VEG),Mushroom Galauti,PANEER CHILLY DRY,PUDINA PARATHA,Paneer Ke Shikanje,Paneer Lawabdar,ROASTED PAPAD,Raita,Roomali Roti,Roti,SAHI GULAB KULFI,Shirely Temple,Subzi Kofta Masala,Veg Barbeque Sauce",
Detail,2023-09-18 23:39:17+00:00,5817,UP,,Cash,3305.0,5.0,165.25,,,2,Dine in,"Butter Roti,Dal Tadka,Jeera Rice,Phalguni Sabzi,Subzi Kurkure Kebab",
Detail,2023-09-17 00:24:40+00:00,5683,TD,,Cash,3415.0,5.0,170.75,,,2,Dine in,"Butter Roti,Dum Pukht Biryani (VEG),Lemon Coriander (VEG),Pepper Blast Paneer,Subzi Lahori",
Detail,2023-09-30 23:27:54+00:00,1724,MK,,Cash,465.0,5.0,23.25,,,G 4,Garden Table,KINGFISHER ULTRA,
Detail,2023-07-16 15:20:46+00:00,1814,Multiple,,Cash,6175.0,5.0,308.75,,,15,Dine in,"Burnt Garlic Soup (VEG),Chilly Crispy Patato,Dum Pukht Biryani (VEG),FRESH LIME SODA,FRESH LIME WATER,Fruit Punch,Lemon Fizz,Tandoori Platter (VEG)",
Detail,2023-07-02 22:48:59+00:00,1069,SM,,Cash,5030.0,5.0,251.5,,,30,Dine in,"CHOCOLATE MOUSSE,Cottage Cheese With Three Peppers,FRESH LIME SODA,Funci Tongi Soup (CHICKEN),MOONGDAL HALWA,Manchow Soup (VEG),Stir Fried Chicken Chilly & Basil,Subzi Kurkure Kebab,Veg Cheesy Roll",
Detail,2023-07-11 14:25:54+00:00,1498,Multiple,,Cash,2645.0,5.0,132.25,,,16,Dine in,"Lemon Coriander (VEG),Raita,VEG CRISPY,VEG PULAO",
Detail,2023-07-16 20:18:40+00:00,1846,MK,,Cash,2320.0,5.0,116.0,,,3,Dine in,"Lemon Coriander (VEG),Paneer Ke Shikanje,Subzi Kurkure Kebab",
Detail,2023-07-18 22:42:13+00:00,1969,Multiple,,Cash,7585.0,5.0,379.25,,,15,Dine in,"BROWNIE SUNDAE,Butter Naan,Chilly Crispy Patato,Dal Tadka,HOT PUDDING WITH BUTTER SCOTCH SAUCE,Manchow Soup (VEG),Paneer Ke Shikanje,Paneer Tikka Masala,Roomali Roti,Roti,Subzi Kofta Masala,VEG SHEEK KABAB,Wonton & Noodle Soup (VEG)",
Detail,2023-08-03 00:07:26+00:00,2815,MK,,Cash,14445.0,5.0,722.25,,,30,Dine in,"BROWNIE SUNDAE,BUTTER GARLIC NAAN,Basmati Rice,Butter Naan,Chicken Pepper Chilly Garlic,Manchow Soup (CHICKEN),Manchow Soup (VEG),Multani Murgh,Murg Tikka Nawabi,Mutton Kebabs (Gilafi Sheekh),Prawns (100 GMS),Roti,THUMPS UP,Virgin Colada",
Detail,2023-07-23 23:09:34+00:00,616,TB,,Cash,6570.0,5.0,328.5,,,3,Dine in,CAOL ILA - 12 YEARS,
Detail,2023-08-02 20:52:26+00:00,748,Multiple,,Cash,3380.0,5.0,169.0,,,6,Dine in,"CAOL ILA - 12 YEARS,CORONA",
Detail,2023-07-06 22:28:56+00:00,317,SM,,Cash,1400.0,5.0,70.0,,,20,Dine in,KETEL ONE,
Detail,2023-12-25 22:00:45+00:00,3341,Multiple,,Cash,1860.0,5.0,93.0,,,20,Dine in,Heineken Silver,
Detail,2024-02-08 21:07:49+00:00,4234,SM,,Cash,465.0,5.0,23.25,,,6,Dine in,BUDWEISER,
Detail,2023-11-07 23:00:01+00:00,2390,UP,,Cash,465.0,5.0,23.25,,,G 1,Garden Table,KINGFISHER ULTRA,
Detail,2023-12-01 22:14:29+00:00,2837,Multiple,,Cash,1860.0,5.0,93.0,,,20,Dine in,KINGFISHER ULTRA,
Detail,2024-02-18 14:01:30+00:00,4437,TD,,Cash,465.0,5.0,23.25,,,12,Dine in,KINGFISHER ULTRA,
Detail,2023-07-30 21:09:03+00:00,704,TD,,Cash,700.0,5.0,35.0,,,1,Dine in,KETEL ONE,
Detail,2023-08-20 14:53:05+00:00,3997,TD,,Cash,20435.0,5.0,1021.75,,,G 2,Garden Table,"Amritsari Dal,BUTTER GARLIC NAAN,Basmati Rice,Bhindi Mirch Masala,Burnt Garlic Soup (VEG),Butter Naan,Butter Paratha,Butter Roti,Dum Paneer Kalamiri,Exotic Stir Fried Vegetable,GULAB JAMUN,HOT POT RICE (VEG),KESAR PISTA KULFI,Lemon Coriander (VEG),MALAI KULFI,Manchow Soup (VEG),Paneer Ke Shikanje,Peach Iced Tea,Peshawari Kofta,ROASTED PAPAD,Raita,Roti,SAHI GULAB KULFI,Sol Kadi,Subzi Kurkure Kebab",
Detail,2023-09-21 23:20:33+00:00,5909,Multiple,,Cash,5485.0,5.0,274.25,,,30,Dine in,"Butter Naan,Butter Roomali Roti,Butter Roti,Crispy Spinach Paneer,Dal Tadka,Dragon Roll (VEG),Jeera Rice,Paneer Khurchan,Peach Iced Tea,Sour & Pepper Soup (VEG),THUMPS UP",
Detail,2023-08-06 00:12:42+00:00,830,MK,,Cash,1950.0,5.0,97.5,,,12,Dine in,GOLD LABEL,
Detail,2023-11-05 22:15:41+00:00,2358,MK,,Cash,3025.0,5.0,151.25,,,G 1,Garden Table,ANTIQUITY BLUE,
Detail,2023-07-18 23:27:17+00:00,1975,Multiple,,Cash,77000.0,5.0,3850.0,,,G 5,Garden Table,2200,
Detail,2023-08-03 00:23:50+00:00,2818,Multiple,,Cash,45000.0,5.0,2250.0,,,G 3,Garden Table,1800,
Detail,2023-07-09 00:39:52+00:00,1368,Multiple,,Cash,53200.0,5.0,2660.0,,,G 3,Garden Table,1900,
Detail,2024-02-17 00:28:46+00:00,15352,TB,,Cash,84000.0,5.0,4200.0,,,CRS 2,PARTY,2500,
Detail,2023-11-02 23:42:27+00:00,8481,UP,,Cash,81400.0,5.0,4070.0,,,G 2,Garden Table,2200,
Detail,2023-08-01 14:47:22+00:00,2717,SK,,Cash,9675.0,5.0,483.75,,,14,Dine in,"APPLE PIE WITH HOT CUSTARD,CLEAR SOUP (VEG),Chicken Kebabs (Chicken Malai),Dal Tadka,FUTCHI RICE (VEG),Lemon Coriander (CHICKEN),Neer Dosa(4pc),Pompfret (600 GMS),Rawas (Gassi),Roti,Subzi Kurkure Kebab,Virgin Toddy",
Detail,2023-10-01 23:02:03+00:00,6478,SK,,Cash,3295.0,5.0,164.75,,,12,Dine in,"Chilly Crispy Patato,FRESH LIME SODA,Jal Jeera,Methi Paneer,Murg Tikka Nawabi,Naan,Paratha Plain,Plain Kulcha,Roomali Roti",
Detail,2023-07-30 23:48:19+00:00,2677,TD,,Cash,2435.0,5.0,121.75,,,16,Dine in,"Butter Roti,Dum Aloo Amritsari,Jeera Rice,Murgh Tikhalaal,Naan",
Detail,2023-10-04 22:25:51+00:00,6635,UP,,Cash,2480.0,5.0,124.0,,,G 4,Garden Table,"Butter Naan,DOODHI HALWA,FRESH LIME WATER,GULAB JAMUN,MUTTON ROGAN JOSH,Naan",
Detail,2024-02-17 15:05:41+00:00,15365,MK,,Cash,1545.0,5.0,77.25,,,3,Dine in,"Amritsari Dal,Butter Roti,Naan,Paneer Khurchan",
Detail,2023-08-07 14:05:16+00:00,3144,Multiple,,Cash,1685.0,5.0,84.25,,,21,Dine in,"Butter Naan,Chatpata Paneer,Dal Tadka,Naan,Roti",
Detail,2023-07-26 21:29:08+00:00,2391,SK,,Cash,4985.0,5.0,249.25,,,16,Dine in,"Avadhi Chicken,Dragon Roll (VEG),Garlic Naan,Ludhiyani Tangdi,Naan,PANEER TIKKA,Subzi Sunheri,Virgin Mojito",
Detail,2023-09-06 14:41:16+00:00,5032,TD,,Cash,4905.0,5.0,245.25,,,4,Dine in,"Chicken Kebabs (Murg Grilled),Chicken Kebabs (Murg Nawabi Sheekh),Fragrance Rice (VEG),Naan,Perrier Sparkling,THAI CURRY GREEN (VEG),TOMATO SOUP",
Detail,2023-08-03 20:32:39+00:00,2830,TD,,Cash,740.0,5.0,37.0,,,21,Dine in,"Dal Tadka,Naan,Roti",
Detail,2023-09-06 23:53:17+00:00,5077,SK,,Cash,130.0,5.0,6.5,,,12,Dine in,Naan,
Detail,2023-09-09 15:24:30+00:00,5190,Multiple,,Cash,1030.0,5.0,51.5,,,21,Dine in,"Amritsari Dal,Basmati Rice,Naan",
Detail,2023-11-15 00:02:47+00:00,9326,SK,,Cash,2745.0,5.0,137.25,,,7,Dine in,"Chicken Kebabs (Chicken Angare),Chicken Mallipuram,MOONGDAL HALWA,Neer Dosa(4pc),Papad Masala,THUMPS UP",
Detail,2023-08-08 15:21:02+00:00,3203,SM,,Cash,3615.0,5.0,180.75,,,12,Dine in,"Chicken Kebabs (Chicken Angare),Crispy Corn,Dal Tadka,Jeera Rice,Lemon Fizz,MOONGDAL HALWA,Spice Guava",
Detail,2023-08-16 19:50:21+00:00,3771,Multiple,,Cash,2490.0,5.0,124.5,,,3,Dine in,"FRIED RICE (PRAWNS),Surmai (Gassi),VANILLA ICE CREAM",
Detail,2023-09-11 23:13:06+00:00,5402,SM,,Cash,3650.0,5.0,182.5,,,12,Dine in,"BURNT GARLIC RICE (VEG),Exotic Stir Fried Vegetable,FRESH LIME SODA,Papad Fried,Pepper Blast Paneer,Spice Corn Ball In Choice Of Sauce,VANILLA ICE CREAM",
Detail,2023-07-24 15:18:28+00:00,2303,Multiple,,Cash,6140.0,5.0,307.0,,,14,Dine in,"Basmati Rice,Cheese & Garlic Naan,Dal Palak Ghost,Dragon Roll (VEG),GULAB JAMUN,HAKKA NOODLES (CHICKEN),Hyderabadi Biryani (CHICKEN),Juices Fresh,MALAI KULFI,PEPSI,SEVEN UP,SINGLE TALL CAKE SUNDAE,Sweet Corn Soup (CHICKEN),THUMPS UP",
Detail,2023-09-30 21:14:55+00:00,6350,SM,,Cash,245.0,5.0,12.25,,,7,Dine in,VANILLA ICE CREAM,
Detail,2023-09-22 21:37:03+00:00,5935,TD,,Cash,1950.0,5.0,97.5,,,21,Dine in,"MOONGDAL HALWA,Neer Dosa(4pc),Prawns  REG",
Detail,2023-07-23 14:40:56+00:00,2221,SM,,Cash,2330.0,5.0,116.5,,,2,Dine in,"Butter Naan,MOONGDAL HALWA,Murg Makhanwala,Paneer Lawabdar,Papad Masala,Roti",
Detail,2023-07-20 21:57:23+00:00,2066,SM,,Cash,2510.0,5.0,125.5,,,3,Dine in,"Chilly Basil Mushroom,DAL KHICHDI,GULAB JAMUN,Subzi Kurkure Kebab",
Detail,2023-09-11 22:54:10+00:00,5399,UP,,Cash,15330.0,5.0,766.5,,,PDR 3,Personal Dine In Room,"BROWNIE SUNDAE,BURNT GARLIC NOODLES (VEG),Blue Sea,CHOCOLATE FONDUE CAKE,Chilly Basil Mushroom,Cottage Cheese & Mushroom In Black Bean Sauce,Crispy Corn,FRESH LIME SODA,HONEY NOODLES WITH VANILLA ICE CREAM,HOT POT RICE (VEG),Kung Pao Patato,Pepper Blast Paneer,Spice Corn Ball In Choice Of Sauce,TIRAMISU,VANILLA ICE CREAM,Virgin Colada,Wonton & Noodle Soup (VEG)",
Detail,2023-09-10 23:57:52+00:00,5363,UP,,Cash,1740.0,5.0,87.0,,,4,Dine in,"Chicken Kebabs (Chicken Angare),MOONGDAL HALWA,Roomali Roti,Sweet Corn Soup (CHICKEN),THUMPS UP",
Detail,2023-08-17 23:27:21+00:00,3846,Multiple,,Cash,7410.0,5.0,370.5,,,G 4,Garden Table,"CAKE HALF KG,Creme Bruleé,Exotic Stir Fried Vegetable,FUTCHI RICE (VEG),GULAB JAMUN,Juices Natural,KULFI RABDI FALOODA,Kung Pao Patato,Mushroom Galauti,PANEER CHILLY DRY,Paneer Ke Shikanje,SZECHWAN FRIED RICE (VEG)",
Detail,2023-07-18 22:11:59+00:00,1963,TD,,Cash,3490.0,5.0,174.5,,,16,Dine in,"CHOCOLATE ICE CREAM,Chilly Crispy Patato,FUTCHI NOODLES (VEG),MALAI KULFI,Manchow Soup (VEG)",
Detail,2023-09-17 00:40:07+00:00,5686,Multiple,,Cash,6725.0,5.0,336.25,,,15,Dine in,"BURNT GARLIC NOODLES (VEG),Butter Baby Kulcha,Butter Kulcha,Chicken Kebabs (Chicken Sheekh),DOODHI HALWA,Manchow Soup (CHICKEN),Murg Makhanwala,Pompfret (700 GMS)",
Detail,2023-08-02 21:53:56+00:00,2790,TB,,Cash,3060.0,5.0,153.0,,,4,Dine in,"BUTTER GARLIC NAAN,Butter Roti,GAJAR HALWA,Murg Tikka Nawabi,PANEER CHILLY DRY,PANEER MAKHANWALA,Roti",
Detail,2023-08-07 23:27:22+00:00,3186,UP,,Cash,3610.0,5.0,180.5,,,3,Dine in,"Amritsari Dal,Butter Paratha,FRIED RICE (VEG),GULAB JAMUN,Manchow Soup (VEG),PANEER CHILLY DRY,Roti,VANILLA ICE CREAM",
Detail,2023-07-20 21:23:58+00:00,2061,SM,,Cash,3465.0,5.0,173.25,,,16,Dine in,"Bhindi Mirch Masala,Butter Roti,Dal Tadka,GULAB JAMUN,Papad Masala,Tom Yum Soup (VEG),VEG PULAO",
Detail,2023-07-29 23:17:00+00:00,2565,SK,,Cash,7975.0,5.0,398.75,,,10,Dine in,"ANGOORI RABDI,BROWNIE SUNDAE,Blue Sea,CARAMEL CUSTARD(EGG LESS),Cheese Aur Subz Ki Sheek,Chicken Kebabs (Murg Bemisal),Chicken Kebabs (Patra Chicken),FRESH LIME SODA,GULAB JAMUN,HOT FUDGE NUT SUNDAE,Mutton Kebabs (Gilafi Sheekh),Paneer Ke Shikanje,SEVEN UP,Virgin Colada",
Detail,2023-08-31 00:22:39+00:00,4676,SK,,Cash,6635.0,5.0,331.75,,,30,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,BUTTER PUDINA PARATHA,Chicken Kebabs (Chicken Angare),GULAB JAMUN,Neer Dosa(4pc),Paneer Tikka Masala,Pompfret (500 GMS),Sour & Pepper Soup (VEG),Virgin Mojito",
Detail,2023-08-25 00:15:00+00:00,4284,SK,,Cash,4695.0,5.0,234.75,,,11,Dine in,"Butter Naan,Dal Tadka,GULAB JAMUN,KULFI RABDI FALOODA,Manchow Soup (VEG),Paneer Khurchan,Peshawari Kofta,ROASTED ALMOND KULFI,THUMPS UP,VANILLA ICE CREAM",
Detail,2023-07-19 23:35:58+00:00,2037,UP,,Cash,5035.0,5.0,251.75,,,1,Dine in,"BUTTER GARLIC NAAN,Basil Garlic Cheesy Potato,Butter Paratha,Chilly Crispy Patato,DOODHI HALWA,Dal Tadka,Dum Aloo Amritsari,Jeera Rice,Lemon Coriander (VEG),Manchow Soup (VEG),Raita",
Detail,2023-08-19 14:15:05+00:00,3901,MK,,Cash,1365.0,5.0,68.25,,,3,Dine in,"GULAB JAMUN,Paneer Ke Shikanje,TOMATO SOUP",
Detail,2023-10-01 21:48:17+00:00,6457,MK,,Cash,3145.0,5.0,157.25,,,16,Dine in,"Butter Naan,CHOCOLATE ICE CREAM,Chicken Kebabs (Murg Chatpata),Hyderabadi Biryani (CHICKEN),Murg Pudhina Masala,Virgin Mojito",
Detail,2023-08-20 20:52:42+00:00,4038,SK,,Cash,1750.0,5.0,87.5,,,5,Dine in,"CHOCOLATE ICE CREAM,Hara Bhara Kabab,Manchow Soup (VEG),PEPSI,ROASTED MASALA PAPAD,ROASTED PAPAD",
Detail,2023-07-22 21:53:22+00:00,2175,MK,,Cash,3415.0,5.0,170.75,,,4,Dine in,"Bhara Hua Aloo,Dim Sum (VEG),FUTCHI RICE (VEG),GULAB JAMUN,ROASTED MASALA PAPAD,Subzi Kurkure Kebab",
Detail,2023-08-10 23:33:59+00:00,3356,Multiple,,Cash,8960.0,5.0,448.0,,,20,Dine in,"ANGOORI RABDI,Amritsari Dal,Butter Naan,Ceasar Salad,DIET COKE,Exotic Stir Fried Vegetable,FRESH LIME SODA,FRIED RICE (CHICKEN),GULAB JAMUN,KESAR PISTA KULFI,Kung Pao Patato,MALAI KULFI,Missi Roti,Mushroom Galauti,Neer Dosa(4pc),Paneer Ke Shikanje,THUMPS UP,Virgin Colada",
Detail,2023-08-30 23:02:32+00:00,4661,Multiple,,Cash,7245.0,5.0,362.25,,,30,Dine in,"Butter Kulcha,Butter Roti,CREAM CARAMEL,Chicken Kebabs (Murg Lalwari),Crispy Spinach Paneer,FRESH LIME SODA,PANEER MAKHANWALA,PANEER MALAI TIKKA,Subzi Kurkure Kebab,THUMPS UP,Tishing Hai Chicken,Tonic Water,VANILLA ICE CREAM",
Detail,2023-09-02 22:17:15+00:00,4825,Multiple,,Cash,9565.0,5.0,478.25,,,PDR 4,Personal Dine In Room,"BLUE BERRY CHEESE CAKE,BROWNIE SUNDAE,BUTTER GARLIC NAAN,Butter Milk,Butter Paratha,Butter Roti,CHOCOLATE ICE CREAM,Cheese Garlic Bread,Cottage Cheese With Three Peppers,Dim Sum (VEG),FRESH LIME SODA,KESAR PISTA KULFI,MALAI KULFI,Manchow Soup (VEG),Methi Malai Mutter,Paneer Lawabdar,Peshawari Kofta,ROASTED MASALA PAPAD,Raita,Roti,TOMATO SOUP",
Detail,2023-08-06 22:42:50+00:00,3116,UU,,Cash,3435.0,5.0,171.75,,,14,Dine in,"Blue Sea,Chicken Kebabs (Chicken Angare),GAJAR HALWA,PANEER CHILLY DRY,Paneer Lawabdar,Roti,THUMPS UP",
Detail,2023-07-26 22:57:52+00:00,2403,Multiple,,Cash,18755.0,5.0,937.75,,,G 3,Garden Table,"BURNT GARLIC RICE (VEG),Chicken Hunan,Chicken Kebabs (Chicken Angare),GULAB JAMUN,Ginger Bliss,HAKKA NOODLES (CHICKEN),MALWANI BOMBIL FRY,Mushroom Galauti,Paneer Ke Shikanje,Spice Guava,Stir Fried Chicken Chilly & Basil,Sweet Corn Soup (VEG),Virgin Colada,Virgin Mojito",
Detail,2023-07-21 15:41:12+00:00,2094,TD,,Cash,4735.0,5.0,236.75,,,15,Dine in,"BUTTER GARLIC NAAN,Butter Paratha,Butter Roti,Chicken Kebabs (Murg Bemisal),Dim Sum (CHICKEN),Methi Paneer,Murg Makhanwala,Sour & Pepper Soup (CHICKEN)",
Detail,2023-07-16 16:01:26+00:00,1822,TD,,Cash,115.0,5.0,5.75,,,14,Dine in,GREEN TEA,
Detail,2023-09-08 22:50:46+00:00,5159,Multiple,,Cash,8615.0,5.0,430.75,,,30,Dine in,"Amritsari Dal,Burnt Garlic Soup (VEG),CARAMEL CUSTARD(EGG LESS),Dal Tadka,Dum Aloo Amritsari,Jeera Rice,Lemon Coriander (VEG),Paneer Ke Shikanje,Phalguni Sabzi,Tomato Rice,VEG SHEEK KABAB",
Detail,2023-09-30 00:30:08+00:00,6300,SK,,Cash,4190.0,5.0,209.5,,,1,Dine in,"BUTTER GARLIC NAAN,Butter Roti,Coastal Surmai,Murg Tikka Nawabi,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Phalguni Sabzi",
Detail,2023-09-06 15:23:41+00:00,5036,TD,,Cash,8545.0,5.0,427.25,,,14,Dine in,"BUTTER GARLIC NAAN,Basil Garlic Cheesy Potato,Burnt Garlic Soup (CHICKEN),Burnt Garlic Soup (VEG),Chicken Kebabs (Murg Lalwari),Dragon Roll (VEG),Dum Pukht Biryani (VEG),FRESH LIME SODA,Healthy Wealthy Salad,Lemon Coriander (CHICKEN),PANEER TIKKA,Phalguni Sabzi,Virgin Mojito",
