Raw_Material,Category,Sub_Category,HSN_Code,Sap_Code,Unit,Date,Closing
Worcestershire Sauce Kalvert (bar),Food Ingredients,Sauce,0,,BTL,2024-07-31,4.0
Worcestershire Sauce (chinese),Food Ingredients,Sauce,0,,BTL,2024-07-31,1.0
Veg Oyester Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,12.0
Veg Mayonnaise,Food Ingredients,Sauce,0,,BTL,2024-07-31,5.0
Tomato Sauce Maker,Food Ingredients,Sauce,0,,BTL,2024-07-31,1.0
Tomato Ketchup,Food Ingredients,Sauce,0,,BTL,2024-07-31,10.0
Tabasco Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,9.0
Thai Chilli Sauce Kimball,Food Ingredients,Sauce,0,,BTL,2024-07-31,1.0
Thai Chilli Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,0.0
Teriyaki Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,3.0
Sweet Chilly Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,1.0
Sriracha Extra Hot Chilli Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,6.0
Soya Sauce Sing Cheung,Food Ingredients,Sauce,0,,BTL,2024-07-31,6.0
Soya Sauce Llk,Food Ingredients,Sauce,0,,BTL,2024-07-31,9.0
Soya Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,0.0
Sambal Oleal Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,5.0
Plum Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,2.0
Oyester Sauce Panda,Food Ingredients,Sauce,0,,BTL,2024-07-31,1.0
Maggi Seasoning Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,2.0
Light Soya Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,3.0
Hoisin Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,2.0
Fish Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,2.0
Chilli Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,14.0
Chilli Bean Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,2.0
Capsico Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,9.0
Black Bean Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,3.0
Bbq Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,11.0
8 To 9 Sauce,Food Ingredients,Sauce,0,,BTL,2024-07-31,1.0
White Vinegar,Food Ingredients,Vinegar,0,,BTL,2024-07-31,14.0
Sushi White Vinegar,Food Ingredients,Vinegar,0,,BTL,2024-07-31,10.0
Sushi Vinegar,Food Ingredients,Vinegar,0,,BTL,2024-07-31,2.0
Shao Hsing Vinegar,Food Ingredients,Vinegar,0,,BTL,2024-07-31,3.0
Balsamic Vinegar,Food Ingredients,Vinegar,0,,BTL,2024-07-31,1.0
Triple Sec,Food Ingredients,Toppings,0,,BTL,2024-07-31,0.0
Peach & Apricot Topping,Food Ingredients,Toppings,0,,BTL,2024-07-31,0.0
Olives Black Pitted Bar,Food Ingredients,Toppings,0,,BTL,2024-07-31,4.0
Lime Juice Cordial,Food Ingredients,Toppings,0,,BTL,2024-07-31,3.0
Ginger & Lime Cordial,Food Ingredients,Toppings,0,,BTL,2024-07-31,0.0
Gherkins,Food Ingredients,Toppings,0,,BTL,2024-07-31,1.0
Angostura Bitter,Food Ingredients,Toppimgs,0,,BTL,2024-07-31,0.0
Truffle Oil,Food Ingredients,Can Food,0,,BTL,2024-07-31,0.0
Sundried Tomatoes Oil,Food Ingredients,Can Food,0,,BTL,2024-07-31,2.0
Spring Sesame Oil,Food Ingredients,Can Food,0,,BTL,2024-07-31,0.0
Sesame Oil,Food Ingredients,Can Food,0,,BTL,2024-07-31,2.0
Rose Water,Food Ingredients,Can Food,0,,BTL,2024-07-31,4.0
Vanilla Sticks,Food Ingredients,Can Food,0,,JAR,2024-07-31,1.0
Yellow Bean Sauce,Food Ingredients,Sauce,0,,JAR,2024-07-31,3.0
Soya Sauce Lkk,Food Ingredients,Sauce,0,,JAR,2024-07-31,0.0
Green Curry Paste,Food Ingredients,Sauce,0,,JAR,2024-07-31,1.0
Hazelnut Paste,Food Ingredients,Toppings,0,,JAR,2024-07-31,0.0
Tom Yum Paste,Food Ingredients,Can Food,0,,JAR,2024-07-31,0.0
Lemon Iced Tea Syrup,Food Ingredients,Toppings,0,,LTR,2024-07-31,0.0
Vanilla Md Ice Cream,Food Ingredients,Ice Cream & Kulfi,0,,LTR,2024-07-31,0.0
Tuty Fruty Ice Cream,Food Ingredients,Ice Cream & Kulfi,0,,LTR,2024-07-31,0.0
Strawberry Ice Cream,Food Ingredients,Ice Cream & Kulfi,0,,LTR,2024-07-31,0.0
Frut Overload Ice Cream,Food Ingredients,Ice Cream & Kulfi,0,,LTR,2024-07-31,4.0
Chocolate Ice Cream,Food Ingredients,Ice Cream & Kulfi,0,,LTR,2024-07-31,8.0
Butter Scotch Ice Cream,Food Ingredients,Ice Cream & Kulfi,0,,LTR,2024-07-31,8.0
Salad Oil,Food Ingredients,Can Food,0,,LTR,2024-07-31,1.0
Refind Oil,Food Ingredients,Can Food,0,,LTR,2024-07-31,11.0
Sushi Nori Sheet,Food Ingredients,,0,,PCS,2024-07-31,1.0
Roasted Almond Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,2024-07-31,10.0
Millennium Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,2024-07-31,12.0
Mango Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,2024-07-31,13.0
Malai Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,2024-07-31,55.0
Kesar Pista Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,2024-07-31,15.0
Gulab Badam Slice Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,2024-07-31,15.0
Eggs,Food Ingredients,Egg,0,,PCS,2024-07-31,256.0
Tomato Ketchup Sachet,Food Ingredients,Sauce,0,,PKT,2024-07-31,5.0
Wasabi Tube,Food Ingredients,,0,,PKT,2024-07-31,4.0
Tom Yum Cube,Food Ingredients,,0,,PKT,2024-07-31,25.0
Orange Marmalade 15gm,Food Ingredients,,0,,PKT,2024-07-31,200.0
Kori Rotti,Food Ingredients,,0,,PKT,2024-07-31,0.0
Golden Curry,Food Ingredients,,0,,PKT,2024-07-31,1.0
Vermicelli Noodle,Food Ingredients,Noodles,0,,PKT,2024-07-31,2.0
Udon Noodle,Food Ingredients,Noodles,0,,PKT,2024-07-31,12.0
Sevai,Food Ingredients,Noodles,0,,PKT,2024-07-31,9.0
Ramen Noodle,Food Ingredients,Noodles,0,,PKT,2024-07-31,12.0
Plain Noodles,Food Ingredients,Noodles,0,,PKT,2024-07-31,3.0
Glass Noodles,Food Ingredients,Noodles,0,,PKT,2024-07-31,3.0
Flat Noodles,Food Ingredients,Noodles,0,,PKT,2024-07-31,3.0
China Grass,Food Ingredients,Noodles,0,,PKT,2024-07-31,5.0
Wonton Patta,Food Ingredients,Frozan,0,,PKT,2024-07-31,5.0
French Fries 9mm,Food Ingredients,Frozan,0,,PKT,2024-07-31,1.0
Green Peas,Food Ingredients,Frozan,0,,PKT,2024-07-31,3.0
Madagascar Chocolate,Food Ingredients,Toppimgs,0,,PKT,2024-07-31,0.0
Olives Black Slice,Food Ingredients,Toppings,0,,TIN,2024-07-31,0.0
Olives Black Pitted Kitchen,Food Ingredients,Toppings,0,,TIN,2024-07-31,2.0
Jalepenos Slice,Food Ingredients,Toppings,0,,TIN,2024-07-31,0.0
Green Olive Slice,Food Ingredients,Toppings,0,,TIN,2024-07-31,1.0
Green Olive Pitted,Food Ingredients,Toppings,0,,TIN,2024-07-31,1.0
Bamboo Shoots,Food Ingredients,Toppings,0,,TIN,2024-07-31,3.0
Baked Beans,Food Ingredients,Toppings,0,,TIN,2024-07-31,11.0
Water Chestnuts,Food Ingredients,Can Food,0,,TIN,2024-07-31,1.0
Tomato Puree,Food Ingredients,Can Food,0,,TIN,2024-07-31,11.0
Sweet Corn Cream,Food Ingredients,Can Food,0,,TIN,2024-07-31,5.0
Soya Chap,Food Ingredients,Can Food,0,,TIN,2024-07-31,1.0
Sarso Ka Sag,Food Ingredients,Can Food,0,,TIN,2024-07-31,4.0
Hazelut,food ingredients,,0,,Kg,2024-07-31,0.0
Pickled Ginger,food ingredients,,0,,Kg,2024-07-31,0.0
Mango Pickle,food ingredients,,0,,Kg,2024-07-31,15.0
California Almond Flour,food ingredients,,,,Kg,2024-07-31,0.0
Clear Gel,food ingredients,,,,Kg,2024-07-31,0.0
Tuty Fruty Red,food ingredients,,,,Kg,2024-07-31,0.0
Tuty Fruty Green,food ingredients,,,,Kg,2024-07-31,0.0
Tuty Fruty Orange,food ingredients,,,,Kg,2024-07-31,0.0
Olive Oil Pomace,food ingredients,,0,,BTL,2024-07-31,1.0
Olive Oil Extra Virgin,food ingredients,,0,,BTL,2024-07-31,1.0
Mustard Oil,food ingredients,,0,,BTL,2024-07-31,10.0
Mustard Kasundi 1000gm,food ingredients,,0,,BTL,2024-07-31,1.0
Kewra Water,food ingredients,,0,,BTL,2024-07-31,1.0
Ice Spring Yozu Japanese Citrus,food ingredients,,0,,BTL,2024-07-31,4.0
Honey,food ingredients,,0,,BTL,2024-07-31,3.0
Glucose Liquid,food ingredients,,0,,BTL,2024-07-31,0.0
Coconut Oil,food ingredients,,0,,BTL,2024-07-31,3.0
Rosella 500ml,food ingredients,,,,BTL,2024-07-31,0.0
Sea Salt (btl),food ingredients,,,,BTL,2024-07-31,1.0
Yellow Color,food ingredients,,,,BTL,2024-07-31,0.0
Red Curry Paste Veg,food ingredients,,0,,JAR,2024-07-31,2.0
Mixed Fruit Jam 1 Kg,food ingredients,,0,,JAR,2024-07-31,1.0
Mixed Fruit Jam,food ingredients,,0,,JAR,2024-07-31,0.0
Rosella Jam,food ingredients,,,,JAR,2024-07-31,0.0
Mixed Pickle 12 Gm,food ingredients,,0,,PCS,2024-07-31,400.0
Mix Fruit Jam 15 Gm,food ingredients,,0,,PCS,2024-07-31,100.0
Honey 15 Gm,food ingredients,,0,,PCS,2024-07-31,200.0
Ferrero Shells,food ingredients,,,,PCS,2024-07-31,0.0
Butter Croissant Small,food ingredients,,,,PCS,2024-07-31,0.0
Butter Croissant Medium,food ingredients,,,,PCS,2024-07-31,0.0
Macarons,food ingredients,,,,PCS,2024-07-31,0.0
Smiles,food ingredients,Frozan,0,,PKT,2024-07-31,1.0
Rosella,food ingredients,,,,PKT,2024-07-31,0.0
Demi Glace Sauce Powder,food ingredients,,,,PKT,2024-07-31,0.0
Pita Bread,food ingredients,,,,PKT,2024-07-31,0.0
Red Cherry,food ingredients,,0,,TIN,2024-07-31,3.0
Pineapple Slice,food ingredients,,0,,TIN,2024-07-31,3.0
Olive Oil,food ingredients,,0,,TIN,2024-07-31,0.0
Milk Maid,food ingredients,,0,,TIN,2024-07-31,15.0
Mango Pulp,food ingredients,,0,,TIN,2024-07-31,6.0
Lychee,food ingredients,,0,,TIN,2024-07-31,0.0
Green Corn,food ingredients,,0,,TIN,2024-07-31,23.0
Fruit Cocktail,food ingredients,,0,,TIN,2024-07-31,0.0
Cheesling,food ingredients,,0,,TIN,2024-07-31,0.0
Ap Spoon,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Service Spoon,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Soup Spoon,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Dessert Spoon,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Fish Knife,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Sauce Spoon,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Half Plate,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Monkey Bowl,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Pickel+chetny Set Bowl,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Biryani Handi,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Quarter Plate,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Water Glass,Crockery & Cultery,,,,NOS,2024-07-31,0.0
Lever Coffee Dripper,Crockery & Cultery,,,,PCS,2024-07-31,0.0
Soup Chef N Dish,cutlery & crockery,,,,PCS,2024-07-31,0.0
Crisol - Ovel Plate,cutlery & crockery,,,,PCS,2024-07-31,0.0
M Pot- A P Spoon,cutlery & crockery,,,,PCS,2024-07-31,0.0
M Pot- A P Fork,cutlery & crockery,,,,PCS,2024-07-31,0.0
M Pot- Quarter Plate,cutlery & crockery,,,,PCS,2024-07-31,0.0
Frappe Can Glass 350 Ml,cutlery & crockery,,,,PCS,2024-07-31,0.0
